2021-11-01 02:11:54	1
2021-11-01 02:22:46	-1
2021-11-01 02:41:12	1
2021-11-01 05:54:14	-1
2021-11-01 05:56:39	-1
2021-11-01 06:00:31	1
2021-11-01 06:00:36	1
2021-11-01 06:00:41	1
2021-11-01 06:00:47	1
2021-11-01 06:00:50	1
2021-11-01 06:00:56	1
2021-11-01 06:01:03	1
2021-11-01 06:01:09	1
2021-11-01 06:01:12	1
2021-11-01 06:01:19	1
2021-11-01 06:01:25	1
2021-11-01 06:01:30	1
2021-11-01 06:02:05	-1
2021-11-01 06:02:25	1
2021-11-01 06:05:32	-1
2021-11-01 06:05:52	1
2021-11-01 06:06:17	-1
2021-11-01 06:06:36	1
2021-11-01 06:07:20	-1
2021-11-01 06:09:16	-1
2021-11-01 06:10:16	-1
2021-11-01 06:10:47	-1
2021-11-01 06:18:06	-1
2021-11-01 06:18:51	-1
2021-11-01 06:29:00	1
2021-11-01 06:29:06	1
2021-11-01 06:29:12	1
2021-11-01 06:29:17	1
2021-11-01 06:29:23	1
2021-11-01 06:30:12	1
2021-11-01 06:31:24	-1
2021-11-01 06:31:41	1
2021-11-01 06:33:32	-1
2021-11-01 06:34:00	1
2021-11-01 06:43:28	-1
2021-11-01 06:44:00	1
2021-11-01 06:47:05	-1
2021-11-01 06:47:33	1
2021-11-01 06:49:29	-1
2021-11-01 06:49:37	-1
2021-11-01 06:49:46	1
2021-11-01 06:49:54	1
2021-11-01 06:50:26	-1
2021-11-01 06:50:43	1
2021-11-01 06:52:38	-1
2021-11-01 06:52:57	1
2021-11-01 06:57:20	-1
2021-11-01 07:12:38	1
2021-11-01 07:12:41	-1
2021-11-01 07:30:14	-1
2021-11-01 07:32:13	-1
2021-11-01 07:45:34	-1
2021-11-01 07:45:48	-1
2021-11-01 08:15:56	-1
2021-11-01 08:18:45	-1
2021-11-01 08:26:08	-1
2021-11-01 08:27:16	-1
2021-11-01 08:30:30	1
2021-11-01 08:45:10	-1
2021-11-01 08:45:17	1
2021-11-01 08:47:08	-1
2021-11-01 10:19:06	-1
2021-11-01 10:36:03	1
2021-11-01 10:36:25	-1
2021-11-01 12:36:42	1
2021-11-01 12:51:00	-1
2021-11-01 12:53:09	1
2021-11-01 12:53:17	1
2021-11-01 12:53:21	1
2021-11-01 12:53:27	1
2021-11-01 12:53:44	1
2021-11-01 12:53:48	1
2021-11-01 12:53:53	1
2021-11-01 12:54:25	1
2021-11-01 12:55:00	1
2021-11-01 13:01:12	1
2021-11-01 13:02:37	-1
2021-11-01 13:02:56	1
2021-11-01 13:04:12	-1
2021-11-01 13:21:54	1
2021-11-01 13:22:30	-1
2021-11-01 13:22:49	1
2021-11-01 13:24:06	-1
2021-11-01 13:32:07	1
2021-11-01 13:38:27	-1
2021-11-01 13:38:45	1
2021-11-01 13:42:01	-1
2021-11-01 13:42:22	1
2021-11-01 13:45:49	-1
2021-11-01 13:46:07	-1
2021-11-01 13:46:16	1
2021-11-01 13:46:25	1
2021-11-01 13:47:13	-1
2021-11-01 13:47:32	1
2021-11-01 13:51:28	-1
2021-11-01 13:51:46	1
2021-11-01 13:52:48	-1
2021-11-01 13:53:06	1
2021-11-01 13:55:55	-1
2021-11-01 13:56:13	1
2021-11-01 13:57:43	-1
2021-11-01 13:58:02	1
2021-11-01 13:59:57	-1
2021-11-01 14:00:13	1
2021-11-01 14:03:13	-1
2021-11-01 14:03:31	-1
2021-11-01 14:03:33	1
2021-11-01 14:03:49	1
2021-11-01 14:04:53	-1
2021-11-01 14:05:18	1
2021-11-01 14:09:40	-1
2021-11-01 14:09:57	1
2021-11-01 14:11:09	-1
2021-11-01 14:11:26	1
2021-11-01 14:20:30	-1
2021-11-01 14:23:42	1
2021-11-01 14:24:51	-1
2021-11-01 14:25:11	1
2021-11-01 14:28:11	-1
2021-11-01 14:28:29	1
2021-11-01 14:30:36	-1
2021-11-01 14:30:54	1
2021-11-01 14:32:12	-1
2021-11-01 14:32:29	1
2021-11-01 14:38:29	-1
2021-11-01 14:38:59	1
2021-11-01 14:42:13	-1
2021-11-01 14:42:30	1
2021-11-01 14:59:44	-1
2021-11-01 15:00:01	1
2021-11-01 15:06:11	-1
2021-11-01 15:06:30	1
2021-11-01 15:15:23	-1
2021-11-01 15:15:41	1
2021-11-01 15:18:53	-1
2021-11-01 15:19:20	1
2021-11-01 15:24:37	-1
2021-11-01 15:24:57	1
2021-11-01 15:28:41	-1
2021-11-01 15:29:01	1
2021-11-01 15:32:08	-1
2021-11-01 15:32:26	1
2021-11-01 15:37:47	-1
2021-11-01 15:38:04	1
2021-11-01 15:40:45	-1
2021-11-01 15:41:02	1
2021-11-01 15:46:12	-1
2021-11-01 15:46:32	1
2021-11-01 15:49:35	-1
2021-11-01 15:49:55	1
2021-11-01 15:50:10	-1
2021-11-01 15:50:27	1
2021-11-01 15:53:30	-1
2021-11-01 15:53:47	1
2021-11-01 15:54:05	-1
2021-11-01 15:56:22	-1
2021-11-01 15:59:40	1
2021-11-01 16:00:29	-1
2021-11-01 16:03:00	-1
2021-11-01 16:03:05	-1
2021-11-01 16:05:58	1
2021-11-01 16:08:43	1
2021-11-01 16:08:54	-1
2021-11-01 16:12:37	-1
2021-11-01 16:14:43	1
2021-11-01 16:15:29	1
2021-11-01 16:17:58	1
2021-11-01 16:18:30	-1
2021-11-01 16:19:55	-1
2021-11-01 16:21:19	-1
2021-11-01 16:23:14	-1
2021-11-01 16:26:51	-1
2021-11-01 16:35:09	1
2021-11-01 16:35:53	1
2021-11-01 16:37:02	-1
2021-11-01 16:38:12	1
2021-11-01 16:39:26	-1
2021-11-01 16:39:55	-1
2021-11-01 16:41:00	-1
2021-11-01 16:41:46	-1
2021-11-01 16:44:19	1
2021-11-01 16:44:41	1
2021-11-01 16:46:59	1
2021-11-01 16:47:59	-1
2021-11-01 16:48:34	-1
2021-11-01 16:48:56	1
2021-11-01 16:50:37	-1
2021-11-01 16:53:07	-1
2021-11-01 16:54:06	1
2021-11-01 16:55:42	1
2021-11-01 16:58:16	-1
2021-11-01 16:59:28	-1
2021-11-01 17:00:20	1
2021-11-01 17:04:15	-1
2021-11-01 17:05:15	1
2021-11-01 17:07:47	1
2021-11-01 17:08:55	1
